extractNo,varType,mean,count,std,ci95
5,1D,0.3005956658274838,1000,0.1124382515652913,"[0.2936266707944469, 0.30756466086052076]"
6,1D,0.26790540547655195,1000,0.1012916133947543,"[0.26162728623501935, 0.27418352471808455]"
7,1D,0.24873105488732697,1000,0.088225587440141,"[0.24326277632467005, 0.2541993334499839]"
8,1D,0.2309588994348468,1000,0.08006561177723186,"[0.22599638140361805, 0.23592141746607553]"
9,1D,0.2191209204891215,1000,0.07407339928307406,"[0.2145298036361158, 0.2237120373421272]"
10,1D,0.21010403606437475,1000,0.07293754549622991,"[0.20558332015845399, 0.2146247519702955]"
11,1D,0.19451970941046737,1000,0.06560204459589938,"[0.19045365256076252, 0.19858576626017221]"
12,1D,0.1868306021611869,1000,0.06302053248593766,"[0.18292454908974787, 0.19073665523262595]"
13,1D,0.18079201601436867,1000,0.06023179691258495,"[0.17705881056452275, 0.1845252214642146]"
14,1D,0.16989534267138812,1000,0.05657912136216329,"[0.16638853239768384, 0.1734021529450924]"
15,1D,0.16188043586906953,1000,0.05007409531237619,"[0.15877681128706392, 0.16498406045107514]"
16,1D,0.15025389936284614,1000,0.047697269660654296,"[0.14729759196098743, 0.15321020676470484]"
17,1D,0.14468760835292757,1000,0.0449066021470708,"[0.14190426831555805, 0.1474709483902971]"
18,1D,0.13805597275186055,1000,0.04317725810587687,"[0.13537981856864398, 0.1407321269350771]"
19,1D,0.12896552265493613,1000,0.040280829935682556,"[0.12646889094961858, 0.13146215436025369]"
20,1D,0.12359001323028376,1000,0.03869400355381172,"[0.12119173404307815, 0.12598829241748938]"
21,1D,0.1132234312820942,1000,0.03467890961247273,"[0.11107401019562238, 0.11537285236856601]"
22,1D,0.10565919183499754,1000,0.03275711240629445,"[0.10362888497342618, 0.10768949869656891]"
23,1D,0.0986920749950677,1000,0.030197338816371894,"[0.09682042454433096, 0.10056372544580444]"
24,1D,0.0933505564571138,1000,0.02878233196411104,"[0.0915666090397117, 0.09513450387451591]"
25,1D,0.08864669809106232,1000,0.028286915634893654,"[0.0868934568958714, 0.09039993928625324]"
26,1D,0.08256469107577562,1000,0.02582791801380171,"[0.08096386013215899, 0.08416552201939224]"
27,1D,0.07872151377145044,1000,0.025272492455766547,"[0.0771551084605814, 0.08028791908231947]"
28,1D,0.07428260818924284,1000,0.02384488178005044,"[0.07280468710477962, 0.07576052927370606]"
29,1D,0.06874794328597164,1000,0.022789798120115105,"[0.06733541696426189, 0.0701604696076814]"
30,1D,0.06564299915717421,1000,0.021949987255368387,"[0.06428252485213702, 0.0670034734622114]"
