extractNo,varType,mean,count,std,ci95
5,0D,0.197283824362013,1000,0.1488625389263663,"[0.18805722860887025, 0.20651042011515575]"
5,1D,0.15937388304705125,1000,0.053301866033356876,"[0.15607019916308082, 0.16267756693102167]"
6,0D,0.17651665832538938,1000,0.13509762050904917,"[0.16814322105474702, 0.18489009559603173]"
6,1D,0.1466150261057089,1000,0.048840019073636234,"[0.14358789036142924, 0.14964216184998855]"
7,0D,0.17916300493236048,1000,0.13400305980807337,"[0.17085740923682505, 0.18746860062789591]"
7,1D,0.1419250593546624,1000,0.04661386152382773,"[0.13903590228482315, 0.14481421642450165]"
8,0D,0.17392708732457754,1000,0.12978667879510286,"[0.16588282563172996, 0.18197134901742512]"
8,1D,0.1359081996505076,1000,0.04442405331495623,"[0.13315476829961612, 0.13866163100139908]"
9,0D,0.1629825860391522,1000,0.11995019928268294,"[0.15554799566287447, 0.17041717641542992]"
9,1D,0.12593832484119577,1000,0.03962450744019665,"[0.1234823724255989, 0.12839427725679264]"
10,0D,0.16090051452105245,1000,0.1146301559449767,"[0.15379566384705468, 0.16800536519505022]"
10,1D,0.12282945241789091,1000,0.03745552202749442,"[0.1205079351109641, 0.1251509697248177]"
11,0D,0.16352032220868212,1000,0.1180470047663565,"[0.1562036930506423, 0.17083695136672195]"
11,1D,0.11927117001960183,1000,0.03936782326293257,"[0.11683112705413878, 0.12171121298506488]"
12,0D,0.1492019180438649,1000,0.11118045314637698,"[0.14231088216451407, 0.15609295392321573]"
12,1D,0.11469932355792749,1000,0.037112865233023005,"[0.11239904433915542, 0.11699960277669956]"
13,0D,0.13842741671123432,1000,0.10554798774674225,"[0.13188548465418024, 0.1449693487682884]"
13,1D,0.1094196479267775,1000,0.03422564768449962,"[0.10729832030565875, 0.11154097554789624]"
14,0D,0.13492223722873758,1000,0.09717093431123404,"[0.12889952032285154, 0.14094495413462363]"
14,1D,0.10636507782478966,1000,0.03333763226823909,"[0.10429878996940034, 0.10843136568017897]"
15,0D,0.13748277754656238,1000,0.09985874619395958,"[0.13129346833423536, 0.1436720867588894]"
15,1D,0.10372874748992883,1000,0.031192481802688615,"[0.10179541743787975, 0.10566207754197791]"
