extractNo,varType,mean,count,std,ci95
5,1D,1.2818567659286932,1000,0.6321106249536554,"[1.2426781434909913, 1.3210353883663952]"
6,1D,1.2146284134122223,1000,0.5954834324064241,"[1.1777199678883574, 1.2515368589360871]"
7,1D,1.2166632133942366,1000,0.5504009689695311,"[1.182549007903412, 1.250777418885061]"
8,1D,1.2060253807878982,1000,0.5139173132951865,"[1.1741724557033586, 1.2378783058724379]"
9,1D,1.1601012774023514,1000,0.45439206947380767,"[1.1319377651533593, 1.1882647896513434]"
10,1D,1.136602313371915,1000,0.40516260807165105,"[1.1114900747528005, 1.1617145519910295]"
11,1D,1.1256547354513782,1000,0.34778337991469704,"[1.104098898238889, 1.1472105726638673]"
12,1D,1.1303040701415932,1000,0.29937282840921947,"[1.1117487499977312, 1.1488593902854551]"
13,1D,1.1419038948321236,1000,0.24903585126886138,"[1.1264684928547724, 1.157339296809475]"
14,1D,1.1297051659268214,1000,0.22999208913555252,"[1.1154501085552406, 1.143960223298402]"
15,1D,1.1546228725203138,1000,0.20022119987676212,"[1.1422130339820509, 1.1670327110585768]"
